total_urban_core_buildings,high_potential_buildings,hp_fraction,utilisation_factor,panel_efficiency,irradiance_kwh_m2_year,performance_ratio,emission_factor_kg_kwh,total_deployable_area_m2,total_deployable_area_km2,total_annual_generation_kwh,total_annual_generation_gwh,total_annual_co2_reduction_t,total_annual_co2_reduction_kt
18855,6411,0.34001591089896577,0.65,0.2,1300.0,0.8,0.5703,8482896.885335606,8.482896885335606,1764442552.149806,1764.442552149806,1006261.5874910345,1006.2615874910346
