n_priority_grids,priority_cutoff_hp_ratio,hp_buildings_in_priority,hp_buildings_total,priority_deployable_area_m2,priority_deployable_area_km2,priority_annual_generation_gwh,priority_annual_co2_kt,share_of_deployable_area_pct,share_of_generation_pct,share_discrepancy_pp,gwh_per_km2_deployable,city_consumption_2022_gwh,total_share_of_city_demand_pct,priority_share_of_city_demand_pct
146,0.75,1314,6411,2087895.7961433167,2.0878957961433167,402.1524822397797,229.3475606213464,24.613004547452,24.613004547452004,2.7755575615628914e-15,192.611376,51679.0,3.1616371089816075,0.7781738854075732
